OBS,County,Current.Price,Address,Zip,Median.Home.Price,Median.Household.Income,Beds,Full.Baths,Half.Baths,Heated.Area,Year.Built,Pool,Property.Style,Pool.Type,Property.Style.Type
1186,Orange,1675,10939 SAVANNAH LANDING CIR,32832,290700,69356,3,2,1,1669,2012,Community,Townhouse,1,0
1187,Orange,1680,10434 PARK COMMONS DR,32832,290700,69356,4,2,1,1900,2006,Community,Townhouse,1,0
1188,Orange,1695,10762 SAVANNAH WOOD DR Unit#10762,32832,290700,69356,3,2,1,1366,2006,Community,Townhouse,1,0
1189,Orange,1695,9418 SILVER BUTTONWOOD ST,32832,290700,69356,3,2,1,1519,2007,None,Townhouse,0,0
1190,Orange,1700,10648 SAVANNAH PLANTATION CT,32832,290700,69356,3,2,1,1626,2013,Community,Townhouse,1,0
1191,Orange,1700,11937 DEER PATH WAY,32832,290700,69356,3,2,1,1824,2008,Community,Townhouse,1,0
1192,Orange,1700,10537 EASTPARK WOODS DR,32832,290700,69356,3,2,0,1711,2004,None,Single Family Residence,0,1
1193,Orange,1700,9236 SWEET MAPLE AVE,32832,290700,69356,3,2,1,1472,2008,Community,Townhouse,1,0
1194,Orange,1700,10126 EAGLE CREEK CENTER BLVD,32832,290700,69356,3,2,1,1697,2014,Community,Townhouse,1,0
1195,Orange,1725,8939 HILDRETH AVE,32832,290700,69356,3,2,1,1705,2015,Community,Townhouse,1,0
1196,Orange,1745,9415 SILVER BUTTONWOOD ST,32832,290700,69356,3,2,1,1502,2013,Private,Townhouse,1,0
1197,Orange,1750,10005 EAGLE CREEK CENTER BLVD,32832,290700,69356,2,2,1,1639,2014,Community,Townhouse,1,0
1198,Orange,1750,9407 TAWNYBERRY STREET ST,32832,290700,69356,3,2,1,1577,2012,Community,Townhouse,1,0
1199,Orange,1750,13970 ARCLID ST,32832,290700,69356,3,2,1,1346,2017,Community,Townhouse,1,0
1200,Orange,1750,10931 SAVANNAH LANDING CIR,32832,290700,69356,3,2,1,1416,2011,Community,Townhouse,1,0
1201,Orange,1750,9662 SILVER BUTTONWOOD ST,32832,290700,69356,3,2,1,1510,2013,Community,Townhouse,1,0
1202,Orange,1750,10358 LAKE DISTRICT LN Unit#4,32832,290700,69356,3,2,1,1771,2007,None,Townhouse,0,0
1203,Orange,1750,9100 GREY MOSS DR,32832,290700,69356,4,3,1,1739,2010,Community,Townhouse,1,0
1204,Orange,1750,10166 MOSS ROSE WAY,32832,290700,69356,4,2,0,1881,2004,None,Single Family Residence,0,1
1205,Orange,1750,10875 SAVANNAH LANDING CIR,32832,290700,69356,4,3,0,1672,2009,Community,Townhouse,1,0
1206,Orange,1750,10568 MOSS ROSE WAY,32832,290700,69356,4,2,0,1853,2005,None,Single Family Residence,0,1
1207,Orange,1750,10434 PARK COMMONS DR,32832,290700,69356,4,2,1,1900,2006,Community,Townhouse,1,0
1208,Orange,1775,13921 ARCLID ST,32832,290700,69356,3,2,1,1402,2018,Community,Townhouse,1,0
1209,Orange,1785,9950 SHADOW CREEK DR,32832,290700,69356,4,2,0,1710,2004,None,Single Family Residence,0,1
1210,Orange,1800,10243 LAKE DISTRICT LN Unit#42,32832,290700,69356,3,2,1,1771,2014,None,Townhouse,0,0
1211,Orange,1800,8466 KELSALL DR,32832,290700,69356,3,2,1,1779,2012,Community,Townhouse,1,0
1212,Orange,1800,10253 LAKE DISTRICT LN Unit#44,32832,290700,69356,3,2,1,1771,2014,None,Townhouse,0,0
1213,Orange,1800,10010 EAGLE CREEK CENTER BLVD,32832,290700,69356,3,2,1,1696,2014,Community,Townhouse,1,0
1214,Orange,1800,9993 EAGLE CREEK CENTER BLVD,32832,290700,69356,3,2,1,1639,2014,Community,Townhouse,1,0
1215,Orange,1850,14023 TARVIN ST,32832,290700,69356,3,2,1,1818,2017,Community,Townhouse,1,0
1216,Orange,1850,10033 BRODBECK BLVD,32832,290700,69356,3,2,0,1408,2004,Community,Single Family Residence,1,1
1217,Orange,1850,9455 TAWNYBERRY ST,32832,290700,69356,3,2,1,1773,2012,Community,Townhouse,1,0
1218,Orange,1850,8203 RANDAL PARK BLVD,32832,290700,69356,3,2,1,1529,2017,Community,Townhouse,1,0
1219,Orange,1850,8345 KELSALL DR,32832,290700,69356,3,2,1,1698,2012,Community,Townhouse,1,0
1220,Orange,1850,9127 SAVANNAH AINSLEY LN,32832,290700,69356,3,2,1,1725,2011,Community,Townhouse,1,0
1221,Orange,1850,9339 CHERRY PALM LN,32832,290700,69356,3,2,1,1769,2013,Community,Townhouse,1,0
1222,Orange,1895,9014 DRY CREEK LN,32832,290700,69356,4,2,0,1956,2007,None,Single Family Residence,0,1
1223,Orange,1900,11920 ARCHITECTURE ALY,32832,290700,69356,3,2,1,1620,2018,None,Townhouse,0,0
1224,Orange,1900,11114 SWEETGUM WOODS DR,32832,290700,69356,3,2,1,1982,2019,None,Single Family Residence,0,1
1225,Orange,1900,14404 SWANLEY ST,32832,290700,69356,3,2,1,1697,2018,Community,Townhouse,1,0
1226,Orange,1900,14025 MILLINGTON ST,32832,290700,69356,3,2,1,1353,2018,Community,Townhouse,1,0
1227,Orange,1900,11083 LONGLEAF WOODS DR,32832,290700,69356,3,2,0,1738,2019,None,Single Family Residence,0,1
1228,Orange,1900,10012 HALESIA WOODS DR,32832,290700,69356,3,2,0,1738,2019,Private,Single Family Residence,1,1
1229,Orange,1900,8574 DUFFERIN LN,32832,290700,69356,3,2,1,1817,2016,Community,Townhouse,1,0
1230,Orange,1900,8623 VEDDER LN,32832,290700,69356,3,2,1,1687,2016,Community,Townhouse,1,0
1231,Orange,1900,10079 YELLOW JASMINE DRIVE DR,32832,290700,69356,3,2,0,1738,2019,Community,Single Family Residence,1,1
1232,Orange,1900,14151 MILLINGTON ST,32832,290700,69356,3,2,1,1780,2015,Community,Townhouse,1,0
1233,Orange,1900,10869 LONGLEAF WOODS DR,32832,290700,69356,3,2,0,1738,2018,Community,Single Family Residence,1,1
1234,Orange,1900,10012 YELLOW JASMINE DR,32832,290700,69356,3,2,0,1738,2018,None,Single Family Residence,0,1
1235,Orange,1900,14015 HELSBY ST,32832,290700,69356,3,2,1,1424,2018,Community,Townhouse,1,0
1236,Orange,1950,9775 WINNINGTON ST,32832,290700,69356,3,2,1,1353,2016,Community,Townhouse,1,0
1237,Orange,1950,11761 FICTION AVE,32832,290700,69356,3,2,1,1615,2018,Community,Townhouse,1,0
1238,Orange,1950,7827 GAMEMASTER AVE,32832,290700,69356,3,2,1,1666,2017,Community,Townhouse,1,0
1239,Orange,1950,11324 WHISTLING PINE WAY,32832,290700,69356,3,2,1,1863,2018,Community,Townhouse,1,0
1240,Orange,1950,11707 FICTION AVE,32832,290700,69356,3,2,1,1755,2018,Community,Townhouse,1,0
1241,Orange,1950,11065 LONGLEAF WOODS DRS,32832,290700,69356,3,2,0,1971,2019,Community,Single Family Residence,1,1
1242,Orange,1950,11216 WHISTLING PNE,32832,290700,69356,4,3,1,1949,2018,Community,Townhouse,1,0
1243,Orange,1975,8521 VEDDER LN,32832,290700,69356,3,2,1,1722,2017,Community,Townhouse,1,0
1244,Orange,1995,9928 CHARDONNAY DR,32832,290700,69356,3,2,0,1987,2003,Community,Single Family Residence,1,1
1245,Orange,1995,13151 HATHERTON CIR,32832,290700,69356,3,2,0,1771,2006,Community,Single Family Residence,1,1
1246,Orange,1995,8726 LOVETT AVE,32832,290700,69356,3,2,0,1738,2013,None,Single Family Residence,0,1
1247,Orange,1999,11854 SONNET AVE,32832,290700,69356,3,2,1,1992,2016,Community,Single Family Residence,1,1
1248,Orange,2000,14021 HELSBY ST,32832,290700,69356,3,2,1,1873,2018,Community,Townhouse,1,0
1249,Orange,2000,11055 CYRILLA WOODS DR.,32832,290700,69356,3,2,1,1982,2019,Community,Single Family Residence,1,1
1250,Orange,2000,14013 MILLINGTON ST,32832,290700,69356,3,2,1,1801,2017,Community,Townhouse,1,0
1251,Orange,2000,11270 WHISTLING PINE WAY,32832,290700,69356,4,3,1,1945,2018,Community,Townhouse,1,0
1252,Orange,2150,11048 SWEETGUM WOODS DR,32832,290700,69356,3,2,0,1971,2019,None,Single Family Residence,0,1
1253,Orange,2195,8000 PRESTBURY DR,32832,290700,69356,3,2,1,1780,2012,Community,Townhouse,1,0
1254,Orange,2300,10640 BANNAN ST,32832,290700,69356,3,2,1,1993,2014,None,Single Family Residence,0,1
1255,Orange,1450,15960 OLD CHENEY HWY,32833,206000,69356,3,2,0,1442,1960,None,Single Family Residence,0,1
1256,Orange,1400,6125 METROWEST BLVD Unit#101,32835,211300,69356,2,2,0,1361,2004,Community,Townhouse,1,0
1257,Orange,1495,3366 SHALLOT DR Unit#103,32835,211300,69356,2,2,1,1546,2004,None,Townhouse,0,0
1258,Orange,1500,6127 METROWEST BLVD Unit#103,32835,211300,69356,3,2,0,1361,2004,Community,Townhouse,1,0
1259,Orange,1525,6109 METROWEST BLVD Unit#105,32835,211300,69356,3,2,1,1678,2004,Community,Townhouse,1,0
1260,Orange,1550,8000 ASPENCREST CT,32835,211300,69356,3,2,0,1396,1994,None,Single Family Residence,0,1
1261,Orange,1550,2805 POLVADERO LN Unit#104,32835,211300,69356,3,2,1,1682,2005,Community,Townhouse,1,0
1262,Orange,1595,3562 SHALLOT DR Unit#107,32835,211300,69356,3,2,1,1682,2004,Community,Townhouse,1,0
1263,Orange,1600,103 BAYWEST DR,32835,211300,69356,4,2,0,1785,1986,None,Single Family Residence,0,1
1264,Orange,1650,2679 METRO SEVILLA DR Unit#107,32835,211300,69356,3,2,0,1438,2005,Community,Townhouse,1,0
1265,Orange,1650,6055 STRADA ISLE WAY,32835,211300,69356,3,2,1,1756,2005,Community,Townhouse,1,0
1266,Orange,1650,7900 SWEETGUM LOOP,32835,211300,69356,4,2,0,1673,1986,None,Single Family Residence,0,1
1267,Orange,1674,6513 GROSVENOR LN,32835,211300,69356,3,2,0,1535,1988,None,Single Family Residence,0,1
1268,Orange,1695,6450 ALCALDE CT Unit#108,32835,211300,69356,3,2,0,1857,2005,Community,Townhouse,1,0
1269,Orange,1695,6450 ALCALDE CT Unit#108,32835,211300,69356,3,2,0,1857,2005,Community,Townhouse,1,0
1270,Orange,1700,6210 TWAIN ST Unit#108,32835,211300,69356,3,2,1,1665,2003,Community,Townhouse,1,0
1271,Orange,1700,2679 METRO SEVILLA DR Unit#104,32835,211300,69356,3,2,0,1857,2005,Community,Townhouse,1,0
1272,Orange,1750,7836 KENSINGHAM CT,32835,211300,69356,3,2,0,1324,1990,None,Single Family Residence,0,1
1273,Orange,1750,5823 STRADA CAPRI WAY,32835,211300,69356,3,2,1,1759,2006,Community,Townhouse,1,0
1274,Orange,1795,6292 TWAIN ST Unit#107,32835,211300,69356,3,2,1,1682,2002,Community,Townhouse,1,0
1275,Orange,1800,7730 BAY CEDAR DR,32835,211300,69356,3,2,0,1659,1986,None,Single Family Residence,0,1
1276,Orange,1850,3028 CAPRI ISLE WAY,32835,211300,69356,3,2,1,1553,2006,Community,Townhouse,1,0
1277,Orange,1850,3028 CAPRI ISLE WAY,32835,211300,69356,3,2,1,1553,2006,Community,Townhouse,1,0
1278,Orange,1890,7620 HERRICKS LOOP,32835,211300,69356,3,2,0,1462,1985,Private,Single Family Residence,1,1
1279,Orange,1900,2614 GILSOM CT,32835,211300,69356,3,2,0,1691,1989,Community,Single Family Residence,1,1
1280,Orange,1950,3004 BARRYMORE CT,32835,211300,69356,3,2,0,1602,1990,None,Single Family Residence,0,1
1281,Orange,1950,7287 HAWKSNEST BLVD,32835,211300,69356,3,2,0,1766,1994,None,Single Family Residence,0,1
1282,Orange,1950,3087 CAPRI ISLE WAY,32835,211300,69356,3,2,1,1756,2005,Community,Townhouse,1,0
1283,Orange,1980,7241 MARDELL CT,32835,211300,69356,3,2,0,1585,1995,None,Single Family Residence,0,1
1284,Orange,2200,7746 BRIDGESTONE DR,32835,211300,69356,4,2,0,1988,1989,Private,Single Family Residence,1,1
1285,Orange,2300,7209 BAY CLUB WAY,32835,211300,69356,3,2,1,1826,1994,Community,Single Family Residence,1,1
1286,Orange,2350,7204 SOMERSWORTH DR,32835,211300,69356,3,2,0,1711,1989,"Private, Community",Single Family Residence,1,1
1287,Orange,2450,8651 SUGAR PALM CT,32835,211300,69356,3,2,0,1806,1992,Private,Single Family Residence,1,1
1288,Orange,1600,8341 CITRUS CHASE DR,32836,401200,69356,2,2,0,1297,1983,Community,Townhouse,1,0
1289,Orange,1700,10328 FALLSGROVE ST,32836,401200,69356,3,2,1,1491,2007,None,Townhouse,0,0
1290,Orange,1800,8025 HOOK CIR,32836,401200,69356,4,2,0,1873,1981,None,Single Family Residence,0,1
1291,Orange,1845,9265 EDENSHIRE CIR,32836,401200,69356,3,2,0,1565,2005,None,Single Family Residence,0,1
1292,Orange,1875,8258 BURGOS CT,32836,401200,69356,3,2,0,1607,1987,None,Single Family Residence,0,1
1293,Orange,1890,10226 CINCHWOOD LN,32836,401200,69356,4,2,0,1845,2005,None,Single Family Residence,0,1
1294,Orange,1900,8223 SORBAS CT,32836,401200,69356,2,1,1,1467,1986,None,Single Family Residence,0,1
1295,Orange,2000,8618 ALEGRE CIR,32836,401200,69356,3,2,0,1901,1984,Private,Single Family Residence,1,1
1296,Orange,2095,8029 GILLETTE CT,32836,401200,69356,3,2,0,1638,1981,None,Single Family Residence,0,1
1297,Orange,2150,8855 VIA BELLA NOTTE,32836,401200,69356,3,2,1,1965,2002,Community,Townhouse,1,0
1298,Orange,2200,8208 SARAGOZA CT,32836,401200,69356,3,2,1,1850,1987,Private,Single Family Residence,1,1
1299,Orange,2300,8009 BAY LAKES CT,32836,401200,69356,3,2,0,1855,1981,Private,Single Family Residence,1,1
1300,Orange,2395,8100 S IBIZA CT,32836,401200,69356,3,2,1,1950,1986,Private,Single Family Residence,1,1
1301,Orange,1450,2110 PAPRIKA DR,32837,204200,69356,3,2,0,1302,1986,None,Single Family Residence,0,1
1302,Orange,1550,14313 LE CHALE DR,32837,204200,69356,3,2,0,1403,1999,None,Single Family Residence,0,1
1303,Orange,1550,2726 WOODRUFF DR,32837,204200,69356,3,2,0,1345,1989,None,Single Family Residence,0,1
1304,Orange,1560,1815 ABERNANT CT,32837,204200,69356,3,2,0,1410,1990,None,Single Family Residence,0,1
1305,Orange,1575,13083 RUIDOSA LOOP,32837,204200,69356,4,2,0,1929,2000,None,Single Family Residence,0,1
1306,Orange,1595,2036 CROSSHAIR CIR,32837,204200,69356,3,2,0,1562,1990,None,Single Family Residence,0,1
1307,Orange,1595,12520 DARBY AVE,32837,204200,69356,3,2,0,1483,1992,None,Single Family Residence,0,1
1308,Orange,1595,2348 BAY LEAF DR,32837,204200,69356,4,2,0,1664,1987,None,Single Family Residence,0,1
1309,Orange,1600,2743 MUSCATELLO ST,32837,204200,69356,3,2,0,1657,1991,None,Single Family Residence,0,1
1310,Orange,1600,2337 FAWN PL,32837,204200,69356,4,2,0,1382,1978,None,Single Family Residence,0,1
1311,Orange,1650,2431 PEWTER CT,32837,204200,69356,3,2,0,1465,1987,None,Single Family Residence,0,1
1312,Orange,1650,2829 ROLLMAN RD,32837,204200,69356,3,2,0,1602,1998,None,Single Family Residence,0,1
1313,Orange,1650,11600 OTTAWA AVE,32837,204200,69356,3,2,0,1366,1988,Community,Single Family Residence,1,1
1314,Orange,1660,11241 WORLEY AVE,32837,204200,69356,3,2,0,1551,1990,None,Single Family Residence,0,1
1315,Orange,1695,14666 EAGLES CROSSING DR,32837,204200,69356,3,2,0,1543,1987,None,Single Family Residence,0,1
1316,Orange,1695,2861 FALLING TREE CIR,32837,204200,69356,3,2,0,1619,1991,None,Single Family Residence,0,1
1317,Orange,1699,11626 PURPLE LILAC CIR,32837,204200,69356,4,2,1,1705,1995,None,Single Family Residence,0,1
1318,Orange,1700,1713 BOXENEY DR Unit#4,32837,204200,69356,3,2,0,1222,1991,None,Single Family Residence,0,1
1319,Orange,1700,11630 DARLINGTON DR,32837,204200,69356,3,2,1,1657,1989,None,Single Family Residence,0,1
1320,Orange,1700,2894 FALLING TREE CIR,32837,204200,69356,3,2,0,1603,1991,None,Single Family Residence,0,1
1321,Orange,1740,11528 GRAZELEY CT Unit#1,32837,204200,69356,3,2,0,1668,1994,None,Single Family Residence,0,1
1322,Orange,1749,13742 BEAUREGARD PL,32837,204200,69356,3,2,1,1510,2006,Community,Townhouse,1,0
1323,Orange,1750,3172 BURLINGTON DR Unit#5,32837,204200,69356,3,2,0,1241,1984,None,Single Family Residence,0,1
1324,Orange,1750,2170 PAPRIKA DR,32837,204200,69356,3,2,0,1447,1987,None,Single Family Residence,0,1
1325,Orange,1750,14523 FALLING TREE CT,32837,204200,69356,3,2,0,1574,1988,Private,Single Family Residence,1,1
1326,Orange,1750,11630 DARLINGTON DR,32837,204200,69356,3,2,1,1657,1989,None,Single Family Residence,0,1
1327,Orange,1750,2331 QUAKER CT,32837,204200,69356,3,2,0,1203,1989,"Private, Community",Single Family Residence,1,1
1328,Orange,1750,1237 BRADWELL DR,32837,204200,69356,3,2,0,1332,1990,Private,Single Family Residence,1,1
1329,Orange,1775,12244 WETAR ST,32837,204200,69356,3,2,0,1550,1986,None,Single Family Residence,0,1
1330,Orange,1790,3231 CRYSTAL CREEK BLVD,32837,204200,69356,4,2,0,1785,1997,None,Single Family Residence,0,1
1331,Orange,1795,4016 VIOSCA PL,32837,204200,69356,3,2,1,1510,2006,Community,Townhouse,1,0
1332,Orange,1795,2945 AQUA VIRGO LOOP,32837,204200,69356,3,2,1,1764,2009,Community,Townhouse,1,0
1333,Orange,1800,1807 CROSSWELL CT,32837,204200,69356,3,2,0,1810,1997,None,Single Family Residence,0,1
1334,Orange,1800,5135 SANTA ANA DR,32837,204200,69356,3,2,0,1602,2002,None,Single Family Residence,0,1
1335,Orange,1800,14634 MUSKET FIRE LN,32837,204200,69356,3,2,0,1716,1988,None,Single Family Residence,0,1
1336,Orange,1800,13019 RUIDOSA LOOP,32837,204200,69356,4,2,0,1934,2000,None,Single Family Residence,0,1
1337,Orange,1825,2127 NEWT ST,32837,204200,69356,3,2,0,1562,1990,None,Single Family Residence,0,1
1338,Orange,1850,12021 AGANA ST,32837,204200,69356,3,2,0,1372,1983,Private,Single Family Residence,1,1
1339,Orange,1850,14604 MUSKET FIRE LN,32837,204200,69356,3,2,1,1624,1987,None,Single Family Residence,0,1
1340,Orange,1850,12641 NEWFIELD DR,32837,204200,69356,4,2,0,1965,1989,None,Single Family Residence,0,1
1341,Orange,1855,13219 CHATTANOOGA LN,32837,204200,69356,3,2,0,1626,2001,None,Single Family Residence,0,1
1342,Orange,1855,2739 MINT DR,32837,204200,69356,3,2,0,1648,1988,None,Single Family Residence,0,1
1343,Orange,1875,13347 HERON COVE DR,32837,204200,69356,3,2,0,1664,1994,Private,Single Family Residence,1,1
1344,Orange,1875,3232 CRYSTAL CREEK BLVD,32837,204200,69356,4,2,0,1980,1997,None,Single Family Residence,0,1
1345,Orange,1895,11915 OTTAWA AVE,32837,204200,69356,3,2,0,1684,1992,Private,Single Family Residence,1,1
1346,Orange,1900,14327 CHEVERLEIGH DR,32837,204200,69356,3,2,0,1634,1999,None,Single Family Residence,0,1
1347,Orange,1900,13552 EYAS RD,32837,204200,69356,4,2,0,1783,2000,Community,Single Family Residence,1,1
1348,Orange,1900,1519 HARRIER DR,32837,204200,69356,4,2,0,1951,2001,None,Single Family Residence,0,1
1349,Orange,1900,12433 APPOMATOX DR,32837,204200,69356,4,2,0,1796,2002,None,Single Family Residence,0,1
1350,Orange,1900,13552 EYAS RD,32837,204200,69356,4,2,0,1783,2000,Community,Single Family Residence,1,1
1351,Orange,1915,12046 AGANA ST,32837,204200,69356,3,2,0,1441,1983,None,Single Family Residence,0,1
1352,Orange,1950,13184 LUXBURY LOOP,32837,204200,69356,3,2,0,1768,1999,None,Single Family Residence,0,1
1353,Orange,1950,3600 MOLONA DR,32837,204200,69356,4,2,0,1965,1991,None,Single Family Residence,0,1
1354,Orange,1975,1270 WELSON RD,32837,204200,69356,3,2,1,1986,1990,Private,Single Family Residence,1,1
1355,Orange,1975,1907 REDFIELD LN,32837,204200,69356,4,2,0,1845,1990,None,Single Family Residence,0,1
1356,Orange,1980,13003 WINFIELD SCOTT BLVD,32837,204200,69356,4,2,0,1802,2001,Private,Single Family Residence,1,1
1357,Orange,1995,14303 WINDCHIME LN,32837,204200,69356,3,2,0,1820,1990,Community,Single Family Residence,1,1
1358,Orange,1995,4939 SOLIMARTIN DR,32837,204200,69356,3,2,0,1823,2000,Private,Single Family Residence,1,1
1359,Orange,2000,12530 BRAXTED DR,32837,204200,69356,3,2,0,1969,1990,None,Single Family Residence,0,1
1360,Orange,2050,12868 GETTYSBURG CIR,32837,204200,69356,4,2,0,1809,1996,Private,Single Family Residence,1,1
1361,Orange,2100,12645 GETTYSBURG CIR,32837,204200,69356,4,2,0,1802,1997,Private,Single Family Residence,1,1
1362,Orange,2200,3177 TIMUCUA CIR,32837,204200,69356,4,2,0,1795,1990,None,Single Family Residence,0,1
1363,Orange,2200,2661 RUNYON CIR,32837,204200,69356,4,2,0,1867,1995,Private,Single Family Residence,1,1
1364,Orange,2400,2492 RUNYON CIR,32837,204200,69356,4,3,0,1977,1995,Private,Single Family Residence,1,1
1365,Orange,1350,2424 GRAND CENTRAL PKWY Unit#18,32839,109400,69356,2,2,1,1250,2006,Community,Townhouse,1,0
1366,Orange,1395,4906 LUGE LN,32839,109400,69356,3,2,1,1570,2007,Community,Townhouse,1,0
1367,Orange,1400,4517 TAMWORTH CT,32839,109400,69356,3,2,0,1350,1966,None,Single Family Residence,0,1
1368,Orange,1450,2550 GRAND CENTRAL PKWY Unit#7,32839,109400,69356,2,2,1,1250,2006,Community,Townhouse,1,0
1369,Orange,1450,2532 GRAND CENTRAL PKWY Unit#3,32839,109400,69356,2,2,1,1250,2006,Community,Townhouse,1,0
1370,Orange,1450,2236 BLOSSOM TER,32839,109400,69356,4,2,0,1834,1982,None,Single Family Residence,0,1
1371,Orange,1495,2424 GRAND CENTRAL PKWY Unit#3,32839,109400,69356,2,2,1,1250,2006,Community,Townhouse,1,0
1372,Orange,1495,2352 GRAND CENTRAL PKWY Unit#1,32839,109400,69356,2,2,1,1264,2006,Community,Townhouse,1,0
1373,Orange,1550,2352 GRAND CENTRAL PKWY Unit#16,32839,109400,69356,2,2,1,1250,2006,Community,Townhouse,1,0
1374,Orange,1550,2532 GRAND CENTRAL PKWY Unit#10,32839,109400,69356,2,2,1,1264,2006,Community,Townhouse,1,0
1375,Orange,1575,2334 GRAND CENTRAL PKWY Unit#10,32839,109400,69356,2,2,1,1264,2006,Community,Townhouse,1,0
1376,Orange,1600,5036 MATTEO TRL,32839,109400,69356,3,2,1,1576,2013,Community,Townhouse,1,0
1377,Orange,1650,4968 LUGE LN,32839,109400,69356,3,2,1,1671,2007,Community,Townhouse,1,0
1378,Orange,1650,3673 BORAH LN,32839,109400,69356,3,2,1,1642,2006,Community,Townhouse,1,0
1379,Orange,1650,5505 NOKOMIS CIR,32839,109400,69356,4,2,0,1599,1990,None,Single Family Residence,0,1
1380,Orange,1700,4855 FIORAZANTE AVE,32839,109400,69356,3,2,1,1491,2007,Community,Townhouse,1,0
1381,Orange,1700,4809 MATTEO TRL,32839,109400,69356,3,2,1,1601,2008,Community,Townhouse,1,0
1382,Orange,1700,4914 LUGE LN,32839,109400,69356,4,2,1,1860,2007,Community,Townhouse,1,0
1383,Orange,1750,4878 MATTEO TRL,32839,109400,69356,3,2,1,1576,2012,Community,Townhouse,1,0
1384,Orange,1800,3939 CESARE ST,32839,109400,69356,3,2,1,1601,2008,Community,Townhouse,1,0
1385,Orange,1800,4908 MATTEO TRL,32839,109400,69356,3,2,1,1667,2011,Community,Townhouse,1,0
1386,Orange,1800,5052 MATTEO TRL,32839,109400,69356,3,2,1,1668,2012,Community,Townhouse,1,0
1387,Orange,1850,4936 MATTEO TRL,32839,109400,69356,3,2,1,1509,2011,None,Townhouse,0,0
1388,Orange,1900,4821 MATTEO TRL,32839,109400,69356,3,2,1,1698,2008,Community,Townhouse,1,0
1389,Orange,1950,4900 FIORAZANTE AVE,32839,109400,69356,3,2,1,1671,2007,None,Townhouse,0,0
1390,Orange,2175,5669 LAKE MARY JESS SHORES CT,32839,109400,69356,3,2,0,1848,1986,Private,Single Family Residence,1,1
1391,Orange,1550,9263 LAKE LOTTA CIR,34734,231000,69356,3,2,1,1566,1991,Community,Single Family Residence,1,1
1392,Orange,1550,9438 BUD WOOD ST.,34734,231000,69356,3,2,0,1290,1993,None,Single Family Residence,0,1
1393,Osceola,1200,675 CADILLAC BLVD,34741,128800,69356,2,1,0,1464,1974,None,Single Family Residence,0,1
1394,Osceola,1300,2211 SAN VITTORINO CIR Unit#106,34741,128800,69356,3,2,0,1296,2004,Community,Townhouse,1,0
1395,Osceola,1350,4013 VENETIAN BAY DR Unit#104,34741,128800,69356,3,2,0,1296,2003,Community,Townhouse,1,0
1396,Osceola,1400,2213 SAN VITTORINO CIR Unit#104,34741,128800,69356,3,2,0,1296,2004,Community,Townhouse,1,0
1397,Osceola,1400,2220 SAN VITTORINO CIR Unit#104,34741,128800,69356,3,2,0,1296,2005,None,Townhouse,0,0
1398,Osceola,1400,2684 HORSESHOE BAY DR,34741,128800,69356,3,2,0,1598,1988,None,Single Family Residence,0,1
1399,Osceola,1450,2425 TEMPLE GROVE LN,34741,128800,69356,3,2,1,1320,2019,None,Townhouse,0,0
1400,Osceola,1475,1613 SANIBEL DR,34741,128800,69356,3,2,1,1343,1993,Community,Townhouse,1,0
1401,Osceola,1500,706 ROBERT ST,34741,128800,69356,3,2,0,1543,1969,None,Single Family Residence,0,1
1402,Osceola,1550,2927 ASHLAND LN S,34741,128800,69356,3,2,1,1957,2005,Community,Townhouse,1,0
1403,Osceola,1600,3205 WHOOPING CRANE RUN,34741,128800,69356,3,2,0,1579,1999,None,Single Family Residence,0,1
1404,Osceola,1625,2908 LANGDON LN S,34741,128800,69356,3,2,1,1749,2006,Community,Townhouse,1,0
1405,Osceola,1650,2140 PAINTER LN,34741,128800,69356,3,2,1,1820,2015,Community,Townhouse,1,0
1406,Osceola,1650,3023 WHITE CEDAR CIR,34741,128800,69356,3,2,0,1621,2002,Community,Single Family Residence,1,1
1407,Osceola,1700,2972 CONNER LN,34741,128800,69356,4,2,0,1894,2004,Community,Single Family Residence,1,1
1408,Osceola,1750,2960 CELLO LN,34741,128800,69356,3,2,1,1700,2017,Community,Townhouse,1,0
1409,Osceola,1750,2619 GIARDINO LOOP,34741,128800,69356,3,2,1,1500,2018,Community,Townhouse,1,0
1410,Osceola,1795,2926 WILLOW CREEK LN,34741,128800,69356,3,2,0,1796,2004,Community,Single Family Residence,1,1
1411,Osceola,1800,2032 HOUNDS LAKE CT,34741,128800,69356,4,3,0,1997,1984,Private,Single Family Residence,1,1
1412,Osceola,1850,2603 AMATI DR,34741,128800,69356,3,2,1,1528,2017,Community,Townhouse,1,0
1413,Osceola,1850,2933 CELLO LN,34741,128800,69356,3,2,1,1690,2017,None,Townhouse,0,0
1414,Osceola,1850,2700 GIARDINO LOOP,34741,128800,69356,3,2,1,1712,2019,None,Townhouse,0,0
1415,Osceola,1850,2953 CELLO LN Unit#2953,34741,128800,69356,3,2,1,1528,2017,Community,Townhouse,1,0
1416,Osceola,1850,2933 CELLO LN,34741,128800,69356,3,2,1,1690,2017,Community,Single Family Residence,1,1
1417,Osceola,1850,2657 GIARDINO LOOP,34741,128800,69356,3,2,1,1602,2018,Community,Townhouse,1,0
1418,Osceola,1999,3011 JARDIN ST,34741,128800,69356,3,2,1,1860,2017,None,Single Family Residence,0,1
1419,Osceola,2100,2556 NOUVEAU WAY,34741,128800,69356,3,2,1,1874,2017,Community,Single Family Residence,1,1
